feature,coef
background investigator,-0.013349775449661039
intentionally provide false,-0.013349775449661039
intentionally provide,-0.013349775449661039
wend eastern european,-0.013349775449661039
aske applicant,-0.013349775449661039
false information,-0.013349775449661039
withdraw money,-0.013349775449661039
innocent,-0.013349775449661039
innocent victim,-0.013349775449661039
innocent victim scheme,-0.013349775449661039
initially,-0.013349775449661039
service applicant,-0.013349775449661039
26 2021,-0.013349775449661039
26 2021 applicant,-0.013349775449661039
llc,-0.013349775449661039
26,-0.013349775449661039
47,-0.013349775449661039
money wend isis,-0.013349775449661039
money different,-0.013349775449661039
application,-0.012966585825572257
september,-0.012966585825572257
applicant provide,-0.012966585825572257
bachelor,-0.012966585825572257
bachelor degree,-0.012966585825572257
tr 21,-0.012966585825572257
school,-0.010374614401307321
russian linguist,-0.010374614401307321
russia use,-0.010374614401307321
applicant answer sor,-0.010374614401307321
applicant answer,-0.010374614401307321
resident,-0.010374614401307321
sca applicant,-0.010374614401307321
sca applicant state,-0.010374614401307321
invest,-0.010374614401307321
sor applicant state,-0.010374614401307321
security defense,-0.010374614401307321
brother applicant,-0.010374614401307321
dealing,-0.010374614401307321
position abroad,-0.010374614401307321
2018 applicant,-0.010374614401307321
2017 applicant,-0.010374614401307321
2014,-0.010374614401307321
candor,-0.010374614401307321
hire,-0.010374614401307321
2010,-0.010374614401307321
apartment,-0.010374614401307321
technology,-0.010374614401307321
talk,-0.010374614401307321
applicant father,-0.010374614401307321
stay home,-0.010374614401307321
come unite,-0.010374614401307321
cars,-0.010374614401307321
applicant accept,-0.010374614401307321
telephone contact,-0.010374614401307321
russia applicant,-0.010374614401307321
industry intelligence service,-0.010374614401307321
industry intelligence,-0.010374614401307321
industry,-0.010374614401307321
applicant sca applicant,-0.010374614401307321
watch,-0.010374614401307321
russian government military,-0.010374614401307321
ex,-0.010374614401307321
36,-0.010374614401307321
sor allege,-0.010374614401307321
military security defense,-0.010374614401307321
military security,-0.010374614401307321
34,-0.010374614401307321
inspector,-0.010374614401307321
year applicant,-0.010374614401307321
assistance,-0.010374614401307321
woman,-0.010374614401307321
worth 16 130,-0.010374614401307321
worth 16,-0.010374614401307321
intelligence service,-0.010374614401307321
intelligence service gx,-0.010374614401307321
pass,-0.010374614401307321
parents,-0.010374614401307321
sell,-0.010374614401307321
used car,-0.010374614401307321
used,-0.010374614401307321
sell cars,-0.010374614401307321
day week,-0.010374614401307321
vacation,-0.010374614401307321
contact mother,-0.010374614401307321
credit,-0.010374614401307321
graduate,-0.010374614401307321
june 2009,-0.010374614401307321
contingent,-0.010374614401307321
government military security,-0.010374614401307321
government military,-0.010374614401307321
agent,-0.010374614401307321
december 2015,-0.010374614401307321
2018 tr,-0.010374614401307321
cyber,-0.010374614401307321
relationship,-0.010374614401307321
july 2018,-0.010374614401307321
16 130,-0.010374614401307321
department,-0.010374614401307321
text,-0.010374614401307321
contact brother,-0.010374614401307321
sensitive,-0.010374614401307321
come unite state,-0.010374614401307321
husband,-0.010374614401307321
citizenship,-0.010374614401307321
applicant little,-0.010374614401307321
21 applicant sca,-0.010374614401307321
instead,-0.010374614401307321
43 applicant testify,-0.010374614401307321
43 applicant,-0.010374614401307321
financial assistance,-0.010374614401307321
enterprise,-0.010374614401307321
applicant mother,-0.010374614401307321
accept,-0.010374614401307321
employment,-0.010374614401307321
tr 21 applicant,-0.010374614401307321
spouse marriage,-0.010374614401307321
state applicant little,-0.010374614401307321
ex husband,-0.010374614401307321
41,-0.010374614401307321
21 applicant,-0.010374614401307321
little,-0.010374614401307321
abroad,-0.010374614401307321
130,-0.010374614401307321
obtain security,-0.010374614401307321
offer position,-0.010374614401307321
obtain security clearance,-0.010374614401307321
offer,-0.010374614401307321
pass away,-0.010374614401307321
interests,-0.010374614401307321
live,-0.009966351982085795
spouse,-0.009966351982085795
account,-0.009415301145890736
investigator applicant,-0.009415301145890736
applicant earn,-0.009021504994281076
question,-0.009021504994281076
application security,-0.009021504994281076
applicant wend,-0.009021504994281076
children,-0.009021504994281076
application security clearance,-0.009021504994281076
benefit,-0.009021504994281076
50,-0.009021504994281076
23,-0.009021504994281076
40,-0.009021504994281076
interview applicant,-0.009021504994281076
tr 19,-0.009021504994281076
tr 29,-0.009021504994281076
location,-0.009021504994281076
indication ms,-0.006674887724830519
information background interview,-0.006674887724830519
information february,-0.006674887724830519
applicant surmise,-0.006674887724830519
applicant surmise fund,-0.006674887724830519
solely,-0.006674887724830519
solely motivate,-0.006674887724830519
solely motivate greed,-0.006674887724830519
000 bank,-0.006674887724830519
000 bank account,-0.006674887724830519
000 month,-0.006674887724830519
000 month ms,-0.006674887724830519
initially testify,-0.006674887724830519
initially testify secret,-0.006674887724830519
000 transfer,-0.006674887724830519
applicant state secret,-0.006674887724830519
information background,-0.006674887724830519
manager advice file,-0.006674887724830519
manager applicant,-0.006674887724830519
manager applicant innocent,-0.006674887724830519
false police,-0.006674887724830519
false police report,-0.006674887724830519
false information background,-0.006674887724830519
false information tr,-0.006674887724830519
information tr,-0.006674887724830519
information tr 47,-0.006674887724830519
initially respond,-0.006674887724830519
initially respond email,-0.006674887724830519
inform money,-0.006674887724830519
inform money wend,-0.006674887724830519
information applicant,-0.006674887724830519
withdraw rest send,-0.006674887724830519
feeling money wend,-0.006674887724830519
file,-0.006674887724830519
file false,-0.006674887724830519
false interviewer,-0.006674887724830519
false interviewer misinterpret,-0.006674887724830519
38 year,-0.006674887724830519
38 year old,-0.006674887724830519
married applicant,-0.006674887724830519
married applicant children,-0.006674887724830519
middle east overseas,-0.006674887724830519
middle east secret,-0.006674887724830519
middle east wend,-0.006674887724830519
mean applicant,-0.006674887724830519
mean applicant intentionally,-0.006674887724830519
february 2021 applicant,-0.006674887724830519
february 2021 summarize,-0.006674887724830519
40 46,-0.006674887724830519
40 46 47,-0.006674887724830519
explanation,-0.006674887724830519
explanation sor,-0.006674887724830519
explanation sor allegations,-0.006674887724830519
money different branch,-0.006674887724830519
money different western,-0.006674887724830519
locations,-0.006674887724830519
locations tr,-0.006674887724830519
locations tr 19,-0.006674887724830519
manager police,-0.006674887724830519
manager police report,-0.006674887724830519
february 23,-0.006674887724830519
february 23 2021,-0.006674887724830519
feeling,-0.006674887724830519
feeling money,-0.006674887724830519
29 40,-0.006674887724830519
29 40 46,-0.006674887724830519
000 transfer 14,-0.006674887724830519
file false police,-0.006674887724830519
46,-0.006674887724830519
46 47,-0.006674887724830519
46 47 52,-0.006674887724830519
47 51,-0.006674887724830519
47 52,-0.006674887724830519
47 52 53,-0.006674887724830519
50 applicant,-0.006674887724830519
50 applicant tell,-0.006674887724830519
misinterpret,-0.006674887724830519
misinterpret statement,-0.006674887724830519
misinterpret statement mean,-0.006674887724830519
married,-0.006674887724830519
500 times applicant,-0.006674887724830519
500 withdraw,-0.006674887724830519
500 withdraw rest,-0.006674887724830519
51 52,-0.006674887724830519
51 52 2009,-0.006674887724830519
52 2009,-0.006674887724830519
52 2009 applicant,-0.006674887724830519
52 53,-0.006674887724830519
52 53 applicant,-0.006674887724830519
money terrorists drug,-0.006674887724830519
follow manager,-0.006674887724830519
follow manager advice,-0.006674887724830519
llc ms,-0.006674887724830519
27,-0.006674887724830519
27 applicant,-0.006674887724830519
27 applicant late,-0.006674887724830519
24 53 applicant,-0.006674887724830519
financial consult,-0.006674887724830519
financial consult company,-0.006674887724830519
money wend eastern,-0.006674887724830519
money wend middle,-0.006674887724830519
money wiring,-0.006674887724830519
money wiring scheme,-0.006674887724830519
month attempt,-0.006674887724830519
entity,-0.006674887724830519
entity applicant,-0.006674887724830519
entity applicant care,-0.006674887724830519
53 applicant admitted,-0.006674887724830519
unidentified,-0.006674887724830519
unidentified location,-0.006674887724830519
unidentified location applicant,-0.006674887724830519
500 times,-0.006674887724830519
union unidentified location,-0.006674887724830519
transfers applicant,-0.006674887724830519
transfers applicant discuss,-0.006674887724830519
money fourth,-0.006674887724830519
money fourth time,-0.006674887724830519
money isis,-0.006674887724830519
money isis applicant,-0.006674887724830519
money launder,-0.006674887724830519
money launder scheme,-0.006674887724830519
llc open bank,-0.006674887724830519
location applicant,-0.006674887724830519
location applicant receive,-0.006674887724830519
23 2021,-0.006674887724830519
23 2021 february,-0.006674887724830519
24,-0.006674887724830519
24 53,-0.006674887724830519
money terrorists,-0.006674887724830519
transactions,-0.006674887724830519
transactions applicant,-0.006674887724830519
transactions applicant state,-0.006674887724830519
transcript tr 14,-0.006674887724830519
transfer 14,-0.006674887724830519
transfer 14 500,-0.006674887724830519
transfer applicant,-0.006674887724830519
transfer applicant state,-0.006674887724830519
transfer legitimate,-0.006674887724830519
transfer legitimate business,-0.006674887724830519
transfers,-0.006674887724830519
tr 47,-0.006674887724830519
union locations,-0.006674887724830519
union locations tr,-0.006674887724830519
union unidentified,-0.006674887724830519
ms applicant represent,-0.006674887724830519
ms applicant wire,-0.006674887724830519
ms aske,-0.006674887724830519
ms aske applicant,-0.006674887724830519
tr 47 51,-0.006674887724830519
tr 50,-0.006674887724830519
tr 50 applicant,-0.006674887724830519
tr 27 applicant,-0.006674887724830519
tr 29 40,-0.006674887724830519
employee staff,-0.006674887724830519
employee staff company,-0.006674887724830519
month attempt transfer,-0.006674887724830519
month ms,-0.006674887724830519
month ms tell,-0.006674887724830519
motivate greed,-0.006674887724830519
motivate greed tr,-0.006674887724830519
2022 applicant,-0.006674887724830519
2022 applicant initially,-0.006674887724830519
21 24,-0.006674887724830519
21 24 53,-0.006674887724830519
llc ms applicant,-0.006674887724830519
llc open,-0.006674887724830519
email electronic,-0.006674887724830519
email electronic communication,-0.006674887724830519
86,-0.006674887724830519
86 august,-0.006674887724830519
86 august 2020,-0.006674887724830519
electronic,-0.006674887724830519
electronic communication,-0.006674887724830519
electronic communication ms,-0.006674887724830519
ms alert developments,-0.006674887724830519
ms applicant admit,-0.006674887724830519
tr 19 53,-0.006674887724830519
tr 21 24,-0.006674887724830519
nature,-0.006674887724830519
nature conversation,-0.006674887724830519
nature conversation ms,-0.006674887724830519
east wend,-0.006674887724830519
east wend eastern,-0.006674887724830519
freeze,-0.006674887724830519
freeze suspicious,-0.006674887724830519
unscrupulous illegal money,-0.006674887724830519
upload,-0.006674887724830519
upload resume,-0.006674887724830519
upload resume job,-0.006674887724830519
2021 summarize,-0.006674887724830519
2021 summarize report,-0.006674887724830519
2022,-0.006674887724830519
ms alert,-0.006674887724830519
tr 27,-0.006674887724830519
times,-0.006674887724830519
times applicant,-0.006674887724830519
times applicant wend,-0.006674887724830519
earn bachelor,-0.006674887724830519
earn bachelor degree,-0.006674887724830519
east overseas,-0.006674887724830519
east overseas tr,-0.006674887724830519
east secret,-0.006674887724830519
east secret service,-0.006674887724830519
ms tell withdraw,-0.006674887724830519
ms tr,-0.006674887724830519
ms represent,-0.006674887724830519
ms represent middle,-0.006674887724830519
ms tell,-0.006674887724830519
discussion,-0.006674887724830519
discussion caller,-0.006674887724830519
discussion caller ms,-0.006674887724830519
open bank,-0.006674887724830519
open bank account,-0.006674887724830519
action solely,-0.006674887724830519
ms tr 29,-0.006674887724830519
national security position,-0.006674887724830519
tr 14,-0.006674887724830519
tr 14 18,-0.006674887724830519
downplay,-0.006674887724830519
downplay involvement,-0.006674887724830519
downplay involvement scheme,-0.006674887724830519
drug,-0.006674887724830519
drug cartel,-0.006674887724830519
drug cartel organize,-0.006674887724830519
discuss telephone,-0.006674887724830519
discuss telephone conversation,-0.006674887724830519
different western,-0.006674887724830519
different western union,-0.006674887724830519
overseas tr 27,-0.006674887724830519
developments phone,-0.006674887724830519
developments phone disconnected,-0.006674887724830519
account applicant 500,-0.006674887724830519
account freeze,-0.006674887724830519
account freeze suspicious,-0.006674887724830519
account llc,-0.006674887724830519
account llc ms,-0.006674887724830519
accurate,-0.006674887724830519
accurate september,-0.006674887724830519
accurate september 2022,-0.006674887724830519
old employee staff,-0.006674887724830519
fund gan isis,-0.006674887724830519
fund wend,-0.006674887724830519
fund wend isis,-0.006674887724830519
limit liability company,-0.006674887724830519
fourth,-0.006674887724830519
fourth time,-0.006674887724830519
fourth time applicant,-0.006674887724830519
action solely motivate,-0.006674887724830519
time applicant agree,-0.006674887724830519
time applicant tell,-0.006674887724830519
disconnected,-0.006674887724830519
disconnected applicant,-0.006674887724830519
disconnected applicant communication,-0.006674887724830519
organize crime,-0.006674887724830519
organize crime illegal,-0.006674887724830519
overseas tr,-0.006674887724830519
activity applicant tell,-0.006674887724830519
activity terrorism,-0.006674887724830519
activity terrorism ge,-0.006674887724830519
actual,-0.006674887724830519
actual nature,-0.006674887724830519
actual nature conversation,-0.006674887724830519
actually,-0.006674887724830519
actually tell,-0.006674887724830519
actually tell money,-0.006674887724830519
2021 applicant tell,-0.006674887724830519
2021 february,-0.006674887724830519
2021 february 26,-0.006674887724830519
unscrupulous,-0.006674887724830519
unscrupulous illegal,-0.006674887724830519
freeze suspicious activity,-0.006674887724830519
fund gan,-0.006674887724830519
additional 000,-0.006674887724830519
additional 000 month,-0.006674887724830519
additional information,-0.006674887724830519
additional information february,-0.006674887724830519
thought financial,-0.006674887724830519
thought financial consult,-0.006674887724830519
thought legitimate,-0.006674887724830519
thought legitimate time,-0.006674887724830519
thought money,-0.006674887724830519
thought money isis,-0.006674887724830519
thing secret,-0.006674887724830519
thing secret service,-0.006674887724830519
developments,-0.006674887724830519
different branch,-0.006674887724830519
different branch send,-0.006674887724830519
activity applicant,-0.006674887724830519
limit liability,-0.006674887724830519
liability,-0.006674887724830519
liability company,-0.006674887724830519
liability company llc,-0.006674887724830519
police report applicant,-0.006674887724830519
police report secret,-0.006674887724830519
plan,-0.006674887724830519
plan applicant,-0.006674887724830519
plan applicant realize,-0.006674887724830519
phone,-0.006674887724830519
phone disconnected,-0.006674887724830519
phone disconnected applicant,-0.006674887724830519
testimony inconsistent,-0.006674887724830519
testimony inconsistent rois,-0.006674887724830519
position sf,-0.006674887724830519
degree 2009,-0.006674887724830519
proof,-0.006674887724830519
degree 2009 applicant,-0.006674887724830519
admit action,-0.006674887724830519
admit action solely,-0.006674887724830519
admit applicant attempt,-0.006674887724830519
admit applicant greedy,-0.006674887724830519
admit investigator,-0.006674887724830519
defense contractor application,-0.006674887724830519
position sf 86,-0.006674887724830519
legitimate time applicant,-0.006674887724830519
2021 applicant aske,-0.006674887724830519
2021 applicant contact,-0.006674887724830519
gan,-0.006674887724830519
gan isis,-0.006674887724830519
gan isis middle,-0.006674887724830519
limit,-0.006674887724830519
ge applicant tell,-0.006674887724830519
ge interview,-0.006674887724830519
ge interview february,-0.006674887724830519
legitimate time,-0.006674887724830519
admit investigator applicant,-0.006674887724830519
admitted,-0.006674887724830519
admitted explanation,-0.006674887724830519
admitted explanation sor,-0.006674887724830519
advice,-0.006674887724830519
advice file,-0.006674887724830519
advice file false,-0.006674887724830519
provide employee,-0.006674887724830519
provide employee defense,-0.006674887724830519
crime,-0.006674887724830519
crime illegal,-0.006674887724830519
crime illegal entity,-0.006674887724830519
testimony,-0.006674887724830519
country applicant reaffirm,-0.006674887724830519
country applicant state,-0.006674887724830519
provide indication,-0.006674887724830519
provide indication ms,-0.006674887724830519
provide secret,-0.006674887724830519
provide secret service,-0.006674887724830519
contractor application security,-0.006674887724830519
question section,-0.006674887724830519
2020 applicant answere,-0.006674887724830519
venture applicant,-0.006674887724830519
venture applicant know,-0.006674887724830519
venture unscrupulous,-0.006674887724830519
venture unscrupulous illegal,-0.006674887724830519
ge applicant contact,-0.006674887724830519
ge applicant interview,-0.006674887724830519
realize illegal,-0.006674887724830519
realize illegal money,-0.006674887724830519
question section asked,-0.006674887724830519
questionnaire,-0.006674887724830519
questionnaire national,-0.006674887724830519
questionnaire national security,-0.006674887724830519
quickly,-0.006674887724830519
quickly realize,-0.006674887724830519
quickly realize legitimate,-0.006674887724830519
terrorism,-0.006674887724830519
terrorism ge,-0.006674887724830519
terrorism ge applicant,-0.006674887724830519
terrorists,-0.006674887724830519
terrorists drug,-0.006674887724830519
proof applicant,-0.006674887724830519
proof applicant thought,-0.006674887724830519
late testify secret,-0.006674887724830519
launder,-0.006674887724830519
launder scheme,-0.006674887724830519
launder scheme applicant,-0.006674887724830519
terrorists drug cartel,-0.006674887724830519
testify applicant intentionally,-0.006674887724830519
agree plan,-0.006674887724830519
agree plan applicant,-0.006674887724830519
alert,-0.006674887724830519
alert developments,-0.006674887724830519
alert developments phone,-0.006674887724830519
contact secret,-0.006674887724830519
contact secret service,-0.006674887724830519
reaffirm,-0.006674887724830519
reaffirm gut,-0.006674887724830519
reaffirm gut feeling,-0.006674887724830519
realize legitimate business,-0.006674887724830519
contractor application,-0.006674887724830519
allegations,-0.006674887724830519
allegations testimony,-0.006674887724830519
allegations testimony inconsistent,-0.006674887724830519
consult,-0.006674887724830519
consult company,-0.006674887724830519
consult company applicant,-0.006674887724830519
contact background,-0.006674887724830519
contact background investigator,-0.006674887724830519
know confront,-0.006674887724830519
know confront investigator,-0.006674887724830519
know money,-0.006674887724830519
know money terrorists,-0.006674887724830519
late,-0.006674887724830519
late testify,-0.006674887724830519
concrete proof applicant,-0.006674887724830519
tell fund,-0.006674887724830519
tell fund wend,-0.006674887724830519
tell interviewer,-0.006674887724830519
tell interviewer information,-0.006674887724830519
tell investigator secret,-0.006674887724830519
receive additional,-0.006674887724830519
receive additional 000,-0.006674887724830519
receive deposit,-0.006674887724830519
receive deposit 15,-0.006674887724830519
receive email applicant,-0.006674887724830519
receive false,-0.006674887724830519
receive false interviewer,-0.006674887724830519
conduct wire,-0.006674887724830519
conduct wire transfers,-0.006674887724830519
realize legitimate,-0.006674887724830519
report secret service,-0.006674887724830519
represent deposit,-0.006674887724830519
confirm money,-0.006674887724830519
confirm money wend,-0.006674887724830519
confront,-0.006674887724830519
confront investigator,-0.006674887724830519
confront investigator inconsistencies,-0.006674887724830519
tell money,-0.006674887724830519
tell money wend,-0.006674887724830519
tell withdraw,-0.006674887724830519
tell withdraw money,-0.006674887724830519
conceal,-0.006674887724830519
conceal actual,-0.006674887724830519
conceal actual nature,-0.006674887724830519
concrete,-0.006674887724830519
concrete proof,-0.006674887724830519
greedy care benefit,-0.006674887724830519
job search,-0.006674887724830519
job search website,-0.006674887724830519
greed,-0.006674887724830519
greed tr,-0.006674887724830519
greed tr 50,-0.006674887724830519
telephonic discussion,-0.006674887724830519
telephonic discussion caller,-0.006674887724830519
telephonic interview,-0.006674887724830519
telephonic interview arranged,-0.006674887724830519
tell background,-0.006674887724830519
tell background investigator,-0.006674887724830519
tell bank account,-0.006674887724830519
tell bank manager,-0.006674887724830519
report investigation rois,-0.006674887724830519
report secret,-0.006674887724830519
applicant 500 withdraw,-0.006674887724830519
report applicant claime,-0.006674887724830519
report investigation,-0.006674887724830519
answere,-0.006674887724830519
answere question,-0.006674887724830519
answere question section,-0.006674887724830519
communication ge,-0.006674887724830519
communication ge applicant,-0.006674887724830519
communication ms,-0.006674887724830519
communication ms tr,-0.006674887724830519
company applicant,-0.006674887724830519
company applicant respond,-0.006674887724830519
gut feeling money,-0.006674887724830519
involvement,-0.006674887724830519
greedy,-0.006674887724830519
greedy care,-0.006674887724830519
isis thing,-0.006674887724830519
isis thing secret,-0.006674887724830519
gut,-0.006674887724830519
gut feeling,-0.006674887724830519
company llc,-0.006674887724830519
company llc open,-0.006674887724830519
company provide,-0.006674887724830519
company provide employee,-0.006674887724830519
represent deposit 15,-0.006674887724830519
represent middle,-0.006674887724830519
represent middle east,-0.006674887724830519
telephone conversation,-0.006674887724830519
telephone conversation ms,-0.006674887724830519
applicant 38,-0.006674887724830519
applicant 38 year,-0.006674887724830519
applicant 500,-0.006674887724830519
applicant admit action,-0.006674887724830519
resume,-0.006674887724830519
resume job,-0.006674887724830519
resume job search,-0.006674887724830519
respond email,-0.006674887724830519
respond email applicant,-0.006674887724830519
respond telephonic,-0.006674887724830519
respond telephonic interview,-0.006674887724830519
involvement scheme,-0.006674887724830519
involvement scheme secret,-0.006674887724830519
isis applicant admit,-0.006674887724830519
isis applicant downplay,-0.006674887724830519
isis ge,-0.006674887724830519
isis ge interview,-0.006674887724830519
isis middle,-0.006674887724830519
isis middle east,-0.006674887724830519
honest bank manager,-0.006674887724830519
investigator secret,-0.006674887724830519
investigator secret service,-0.006674887724830519
applicant admit investigator,-0.006674887724830519
applicant admitted,-0.006674887724830519
applicant admitted explanation,-0.006674887724830519
rest,-0.006674887724830519
rest send,-0.006674887724830519
rest send western,-0.006674887724830519
rois accurate,-0.006674887724830519
rois accurate september,-0.006674887724830519
rois applicant certify,-0.006674887724830519
rois applicant testify,-0.006674887724830519
applicant agree plan,-0.006674887724830519
applicant additional,-0.006674887724830519
applicant additional information,-0.006674887724830519
certify rois,-0.006674887724830519
certify rois accurate,-0.006674887724830519
charge ge,-0.006674887724830519
applicant answere,-0.006674887724830519
applicant answere question,-0.006674887724830519
suspicious activity,-0.006674887724830519
suspicious activity applicant,-0.006674887724830519
clearance applicant,-0.006674887724830519
clearance applicant earn,-0.006674887724830519
claime,-0.006674887724830519
claime innocent,-0.006674887724830519
claime innocent victim,-0.006674887724830519
2009 applicant married,-0.006674887724830519
2009 applicant upload,-0.006674887724830519
honest,-0.006674887724830519
honest bank,-0.006674887724830519
investigator inconsistencies,-0.006674887724830519
investigator inconsistencies applicant,-0.006674887724830519
investigator indicate,-0.006674887724830519
website applicant receive,-0.006674887724830519
involve activity,-0.006674887724830519
involve activity terrorism,-0.006674887724830519
applicant aske,-0.006674887724830519
applicant aske applicant,-0.006674887724830519
applicant attempt conceal,-0.006674887724830519
applicant attempt ms,-0.006674887724830519
surmise,-0.006674887724830519
surmise fund,-0.006674887724830519
surmise fund gan,-0.006674887724830519
suspicious,-0.006674887724830519
children transcript,-0.006674887724830519
children transcript tr,-0.006674887724830519
charge ge applicant,-0.006674887724830519
applicant care,-0.006674887724830519
applicant care applicant,-0.006674887724830519
applicant certify,-0.006674887724830519
applicant certify rois,-0.006674887724830519
submit questionnaire,-0.006674887724830519
submit questionnaire national,-0.006674887724830519
summarize,-0.006674887724830519
summarize report,-0.006674887724830519
summarize report investigation,-0.006674887724830519
care benefit scheme,-0.006674887724830519
investigator applicant concrete,-0.006674887724830519
investigator applicant quickly,-0.006674887724830519
investigator applicant receive,-0.006674887724830519
investigator february,-0.006674887724830519
investigator february 2021,-0.006674887724830519
cartel,-0.006674887724830519
cartel organize,-0.006674887724830519
cartel organize crime,-0.006674887724830519
certify,-0.006674887724830519
applicant charge,-0.006674887724830519
applicant charge ge,-0.006674887724830519
applicant children,-0.006674887724830519
applicant children transcript,-0.006674887724830519
applicant claime,-0.006674887724830519
applicant claime innocent,-0.006674887724830519
applicant communication,-0.006674887724830519
applicant communication ge,-0.006674887724830519
scheme applicant follow,-0.006674887724830519
scheme applicant know,-0.006674887724830519
scheme applicant tell,-0.006674887724830519
scheme secret,-0.006674887724830519
business venture unscrupulous,-0.006674887724830519
caller,-0.006674887724830519
caller ms,-0.006674887724830519
scheme secret service,-0.006674887724830519
scheme tr,-0.006674887724830519
scheme tr 21,-0.006674887724830519
care applicant,-0.006674887724830519
care applicant admit,-0.006674887724830519
care benefit,-0.006674887724830519
applicant concrete,-0.006674887724830519
applicant concrete proof,-0.006674887724830519
applicant conduct,-0.006674887724830519
applicant conduct wire,-0.006674887724830519
applicant contact background,-0.006674887724830519
applicant contact secret,-0.006674887724830519
applicant discuss telephone,-0.006674887724830519
19 53 applicant,-0.006674887724830519
